,Source,Machine Translation ouput,Machine Post Edit (APE),Human Post-Edit (HPE)
1108,"b'"" Yeah , it \'s a country in the Middle East , "" Doyon said .\n'","si  ,  es un pais en el medio oriente   ,  dijo doyon  .","b'si , es un pais en el medio oriente , dijo .'","si  ,  es un pais en el medio oriente   ,  dijo doyon  ."
1109,"b'ShowKit is Mayday for mobile , allowing developers to build in live customer service support in app .\n'","showkit es mayday para moviles  ,  que permite a los desarrolladores construir en apoyo de servicio al cliente en la aplicacion  .","b'showkit es mayday para moviles , a los desarrolladores necesarios en twitter al cliente en la aplicacion .'","showkit es mayday para moviles  ,  permitiendo a los desarrolladores crear una aplicacion para soporte al cliente en vivo"
1110,"b'Oh , great , this fits perfectly .\n'","oh  ,  genial  ,  esto encaja perfectamente  .","b'oh , oh , esto encaja falso .'","oh  ,  genial  ,  esto encaja perfectamente  ."
1111,"b'Through these partners , TGV and Thalys ( France ) and Eurostar ( UK ) are also now added into its service .\n'","a traves de estos socios  ,  tgv y thalys  francia  y eurostar  uk  tambien se anaden ahora a su servicio  .","b'a traves de estos socios , invariablemente sobre a su servicio .'","a traves de estos socios  ,  tgv y thalys  francia  y eurostar  uk  tambien se anaden ahora a su servicio  ."
1112,"b'Risk : Talc gives shadow its smooth consistency , but may cause breakouts .\n'","riesgo  talco da sombra a su consistencia suave  ,  pero puede causar brotes de acne  .","b'estaba el twitter su popurri de su pollo a su consistencia a su consistencia a su consistencia arriba , sino siempre agarrando .'","riesgo  el talco da su consistencia suave a la sombra  ,  pero puede causar roturas  ."
1113,b'Girlfriend is totally embracing her sexuality and we love it !\n',novia es abrazar completamente su sexualidad y nos encanta  !,b'vaya es perfecto con ella ella ella arriba nadie su video de su video con buen video de esto hombre arriba muy felices !',girlfriend esta abrazando completamente su sexualidad y nos encanta  !
1114,"b""So here 's Y Combinator 's self-selected top five three startups :\n""",asi que aqui esta autoseleccionados cinco tres mejores startups de y combinator,b'esta aqui aqui parece quienes estas las las camaras de y combinator',asi que aqui estan autoseleccionadas el top cinco de y combinator
1115,"b""I don 't always feel like my curly hair suits me , but she insists it 's prettier than the blowouts I occasionally get .\n""","no siempre me siento como si mi pelo rizado me conviene  ,  pero ella insiste en que es mas bonita que las explosiones de vez en cuando me sale  .","b'no siempre me siento como si mi pelo chino me va a a a fuera como yo yo la fuera de pantalla tengo me va a ella era menos amistad me queda a ella ella sola , pero ella insiste , pero ella insiste era lo que es mas bonito'","no siempre siento que el cabello chino me va bien  ,  pero ella insiste que es mas bonito que el estilo que ocasionalmente uso  ."
1116,b'Most of the pharmaceuticals available to us are at least as bad as they are good .\n',la mayoria de los productos farmaceuticos disponibles para nosotros son al menos tan malo como ellos son buenos  .,b'la mayoria de los productos general por la manera de los productos se sentian este no no toman este menos tambien excesivamente malo como estaba perfecta .',la mayoria de los productos farmaceuticos que tenemos disponibles son al menos igualmente malos como buenos  .
1117,"b'Tags : ellen degeneres , ice cube , kevin hart , misunderstanding , mtv movie awards , paul walker , ride along , tv news\n'","etiquetas  ellen degeneres  ,  cubo de hielo  ,  kevin hart  ,  la incomprension  ,  mtv movie awards  ,  paul walker  ,  el paseo a lo largo  ,  noticias tv","b'etiquetas degeneres , a las noticias , reino juegos , kevin movie awards , paul music awards , courtney movie awards , paul hart , su increible , george noticias , su carrera , oxford skarsgard , mtv hart , el influencia a lo largo , lucha new amazing de'","etiquetas  ellen degeneres  ,  ice cube  ,  kevin hart  ,  malentendido  ,  mtv movie awards  ,  paul walker  ,  el paseo a lo largo  ,  noticias tv"
1118,"b'Anaplan changed the notion of planning software by providing a simpler interface in a cloud model and so far some big named companies have signed on including HP , Kimberly Clark , Procter and Gamble and Pandora , among others .\n'","anaplan cambio el concepto de software de planificacion  ,  proporcionando una interfaz mas simple en un modelo de nube y hasta ahora algunas grandes empresas citadas han firmado incluyendo hp  ,  kimberly clark  ,  procter and gamble y pandora  ,  entre otros  .","b'anaplan cambio de software de planificacion , proporcionando una interfaz mas simple en un modelo de alibaba y a sincronizar las registro incluyendo descuento , la paga desde otros .'","anaplan cambio el concepto de software de planificacion  ,  proporcionando una interfaz mas simple en un modelo de nube y hasta ahora algunas grandes empresas citadas han firmado incluyendo hp  ,  kimberly clark  ,  procter and gamble  ,  pandora  ,  entre otros  ."
1119,b'The arrangements have been updated by composer Stephen Trask .\n',los arreglos han sido actualizados por el compositor stephen trask  .,b'los arreglos han sido actualizados por twitter por el compositor sarah trask .',los arreglos han sido actualizados por el compositor stephen trask  .
1120,"b'A program called Treasure Map even has its own logo , a skull superimposed onto a compass , the eye holes glowing in demonic red , reminiscent of a movie poster for the popular "" Pirates of the Caribbean "" series , starring Johnny Depp .\n'","un programa llamado mapa del tesoro incluso tiene su propio logotipo  ,  un craneo superpuesta a una brujula  ,  los agujeros para los ojos que brillan intensamente en rojo demoniaco  ,  que recuerda a un poster de la pelicula de los  piratas del caribe  de la serie popular  ,  protagonizada por johnny depp  .","b'un programa llamado mapa del tesoro incluso presentar su propio logotipo de personas flir , con ir a una vejez al llevar a una antigua , globos completo a una familia renovo su pequena logotipo , un craneo pedazo cuya su sus carta , un craneo , un craneo maximo'","un programa llamado mapa del tesoro incluso tiene su propio logotipo  ,  un craneo puesta sobre una brujula  ,  globos oculares brillan intensamente en un rojo demoniaco  ,  que recuerda a un poster de la pelicula  piratas del caribe  de la serie popular  ,  protagonizada por johnny depp  ."
1121,"b'In Germany alone , Telekom provides mobile phone services , Internet and land lines to 60 million customers .\n'","solo en alemania  ,  telekom ofrece servicios de telefonia movil  ,  internet y lineas terrestres a  millones de clientes  .","b'solo en alemania , telekom ofrece servicios de telefonia movil , internet y lineas .'","solo en alemania  ,  telekom ofrece servicios de telefonia movil  ,  internet y lineas terrestres a  millones de clientes  ."
1122,b'Beastie Boys - Fight For Your Right\n',beastie boys  lucha por tu derecho,b'nate lo con tu sabor arriba por tu plan',beastie boys  fight for your right
1123,"b""But if Brooks hopes to regain his former status as a multi-platinum recording artist , then he ' ll need to learn how to meet people where they are in 2014 instead of forcing them to walk down the Garth path .\n""","pero si brooks espera recuperar su antiguo estatus como artista de grabacion multiplatino  ,  entonces el tendra que aprender a conocer gente donde estan en  en lugar de obligarlos a caminar por el sendero de garth  .","b'pero si brooks a desactivar a palabras hasta su antiguo estatus como artista de grabacion , entonces tendra que aprender a conocer gente donde estan congelados en la estaba causando , entonces este tan manos , entonces esta tan sin audio , simplemente fuera a respuesta de obligarlos a caminar'","pero si brooks espera recuperar su antiguo estatus como artista de grabacion multiplatino  ,  entonces tendra que aprender a conocer a las personas donde estan en  en lugar de obligarlos a caminar por el sendero de garth  ."
1124,"b""We ' ve been practicing piano together with a timer set for twenty minutes .\n""",hemos estado practicando el piano junto con un conjunto temporizador durante veinte minutos  .,b'hemos estado visible de potato a la verdad junto con un temporizador puesto con entre veinte minutos .',hemos estado practicando el piano junto con un temporizador puesto para veinte minutos  .
1125,"b""You don 't need to hammer the audience over the head and explicitly recap what we should already be feeling and thinking .\n""",usted no tiene que clavar a la audiencia en la cabeza y explicitamente recapitular lo que ya deberiamos estar sintiendo y pensando  .,b'simplemente no tienes que ir a la audiencia en la cabeza y explicitamente contagiosa como quiera .',vosotros no teneis que martillarle a la audiencia en la cabeza y explicitamente recapitular lo que ya deberiamos estar sintiendo y pensando  .
1126,b'Damn these winter bugs .\n',malditos bichos de invierno  .,b'malditos insectos de invierno .',malditos insectos de invierno  .
1127,b'TechCrunch Makers is a video series featuring people who make cool stuff .\n',techcrunch makers es una serie de videos con la gente que hace cosas interesantes  .,b'techcrunch esta es una serie de videos con la gente que hace cosas interesantes .',techcrunch makers es una serie de videos presentada a la gente que hace cosas interesantes  .
1128,"b'Whether or not Porsha finds herself behind bars , let us hope that gurlfriend takes this as a lesson to control her temper !\n'","sea o no porsha encuentra a si misma detras de las rejas  ,  esperemos que gurlfriend toma esto como una leccion para controlar su temperamento  !","b'yo no fue no son a si nadie ha estado vista a si usarlo , cuando misma solo envio de las personas , esperemos que me hace esto como una leccion esto de ella no ve esto como verdadero que criticar esto como una leccion buena a algunos manera como'","sea o no que porsha se encuentre a si misma detras de las rejas  ,  esperemos que esta amiga haya tomado esto como una leccion para controlar su temperamento  !"
1129,"b""Alzheimer 's places a heavy toll on family caregivers .\n""",alzheimer coloca una pesada carga sobre los cuidadores familiares  .,b'el alzheimer coloca una amplio los paneles con twitter en los paneles ya .',el alzheimer coloca una pesada carga sobre los cuidadores familiares  .
1130,b'Anyone who wanted to be a part of Anonymous \xe2\x80\x94 an Anon \xe2\x80\x94 could simply claim allegiance .\n',cualquier persona que queria ser parte de anonymousuna lealtad anonpodrian simplemente reclamar  .,"b'cualquier persona que quise ser parte de facebook , generalmente se peliculas simplemente agarrando .'",cualquier persona que queria ser parte de anonymousun anonpodrian simplemente reclamar lealtad  .
1131,b'IMAGE BY FLICKR USER MATT NEWMAN UNDER CC BY 2.0 LICENSE ( IMAGE HAS BEEN CROPPED )\n',imagen del usuario de flickr matt newman bajo licencia cc by  .  licencia  imagen se ha recortado,b'imagen del usuario de flickr beth charvet newman bajo twitter bajo licencia cc by . licencia .',imagen del usuario de flickr matt newman bajo la licencia cc by  .  licencia  laimagen se ha recortado
1132,"b'But we are certainly , and increasingly , interested in the way networked humans can impact the environment .\n'","pero estamos sin duda  ,  y cada vez mas interesados   en la forma que los humanos conectados en red pueden afectar el medio ambiente  .","b'pero estamos sin duda , y cada vez se ningun vez mas interesados en la forma a la manera que los humanos conectados en la manera que los personas conectados en red pueden afectar al medio mano .'",pero estamos sin duda cada vez mas interesados   en la forma que los humanos conectados en red pueden afectar el medio ambiente  .
1133,"b""Obviously , if you don' t have any children you should probably go out and get some .\n""","obviamente  ,  si usted no tiene hijos probablemente deberia salir y conseguir algunos  .","b'obviamente , si yo no suena hijos probablemente deberia intentar con simplemente a algunos .'","obviamente  ,  si usted no tiene hijos probablemente deberia intentar y conseguir algunos  ."
1134,"b""The round was led by new investors Norwest Venture Partners and Sierra Ventures , also had participation from Kleiner Perkins , Venrock , Google Ventures , Eric Schmidt 's TomorrowVentures , and Allegis Capital , and brings the total raised by Shape to $ 66 million .\n""","la ronda fue liderada por los nuevos inversores norwest venture partners y sierra ventures tambien tuvo la participacion de kleiner perkins  ,  venrock  ,  google ventures  ,  tomorrowventures de eric schmidt  ,  y allegis capital y trae el total recaudado por la forma a   millones  .","b'la ronda por los nuevos inversores norwest como indiana , bay que shasta son emitida y sierra line y sierra ventures de inversion de noticias y sands capital riesgo , jd , google ventures , marton loiret travel tuvo la participacion de kleiner perkins , y facebook activista por un'","la ronda fue liderada por los nuevos inversores norwest venture partners y sierra ventures  ,  tambien tuvo la participacion de kleiner perkins  ,  venrock  ,  google ventures  ,  tomorrowventures de eric schmidt  ,  y allegis capital y lo que lleva a que el total recaudado por shape ascienda  millones de dolares  ."
1135,"b'Our version of this shuttering is now achieved through the purchase of purified water , air purifiers , and food produced with the promise of purity .\n'","nuestra version de este encofrado se realiza ahora a traves de la compra de agua purificada  ,  purificadores de aire  ,  y los alimentos producidos con la promesa de pureza  .","b'nuestra version de este caluroso se logra ahora a traves de la compra de agua propuesta , purificadores de aire , y los alimentos producidos con la super empresa purificada , purificadores de aire , y los alimentos producidos con la promesa de agua purificada , purificadores de aire ,'","nuestra version de este encofrado se logra ahora a traves de la compra de agua purificada  ,  purificadores de aire  ,  y los alimentos producidos con la promesa de pureza  ."
1136,b'It all sounds so magical !\n',todo suena tan magico  !,b'todo bien tan esperando !',todo suena tan magico  !
1137,"b'"" I \'ve just gotten up .\n'",solo he conseguido hasta  .,b'solo simplemente simplemente .',me acabo de levantar  .
1138,"b'In olden times ( circa two years ago ) , a girl might show up for a date with no clue as to whether a guy # GrowsHisOwnVegetables or # Gives AmazingCuddles .\n'","en los tiempos antiguos  alrededor de hace dos anos   ,  una chica puede ser que aparezca la fecha y sin tener ni idea de si un chico  growshisownvegetables o  da amazingcuddles  .",b'tener twitter tomar ver este trabajo cuando una chica con una pareja podia ser a una chica puede ser que una chica podia tomar escondidas ella con tener ni idea de si dias de si una cita y sin disfrutar de manera a si su chica caro o que nada',"anteriormente  hace dos anos aproximadamente   ,  una chica podia ir a una cita sin tener ni idea si un chico  cultivabasuspropiosvegetales o si  dabaabrazosmaravillosos  ."
1139,"b""We 're so jealous of Lorde 's life !\n""",estamos tan celoso de la vida de lorde  !,b'legalmente estas estas boda de la vida de lorde !',estamos tan celosas de la vida de lorde  !
1140,"b'Suddenly , hundreds of insights were distilled and organized according to the part of our app they affected .\n'","de repente  ,  cientos de puntos de vista se destilaron y se organizan de acuerdo con la parte de nuestra aplicacion se ven afectados  .","b'de manera , cientos de puntos de vista se centrara y se moderadores del aparato la aplicacion y la aplicacion e permitir o la parte de nuestra aplicacion fue aun .'","de repente  ,  cientos de puntos de vista se destilaron y se organizaron de acuerdo con la parte de nuestra aplicacion que los afecto  ."
1141,b'When I was fourteen I met a man with a talent for restoring a sense of fairness to a society with vast and growing inequalities in wealth .\n',cuando yo tenia catorce anos conoci a un hombre con un talento para la restauracion de un sentido de la justicia a una sociedad con vasta y creciente desigualdad en la riqueza  .,b'cuando yo tenia debajo era una ninez tantos negocios raro a un hombre con un hermano con un talento con con un valle con algun articulo infantil arriba y ciertas eligiendo un sentido de un sentido de un sentido de un sentido a un sentido grupo de un sentido de',cuando yo tenia catorce anos conoci a un hombre con un talento para restaurar un sentido de justicia en una sociedad con vasta y creciente desigualdad en la riqueza  .
1142,b'And I felt terrible .\n',y me senti muy mal  .,b'y me senti natural .',y me senti terriblemente mal  .
1143,"b'So , "" comic "" is a term I use loosely , but not lightly .\n'","asi  ,   comic  es un termino que utilizo sin apretar  ,  pero no a la ligera  .","b'asi , debido , fue tanto natural , pero no fuera .'","entonces  ,   comic  es un termino que utilizo sin apretar  ,  pero no a la ligera  ."
1144,"b'I knew that I would be judged based on the show , probably more than any other person associated with it .\n'","yo sabia que iba a ser juzgado con base en el programa  ,  probablemente mas que cualquier otra persona asociada a ella  .","b'yo tengo que habia puse a ser y a ser cuenta con base a correo en el programa , probablemente a manera de texto con correo que a ella .'","yo sabia que iba a ser juzgado con base en el programa  ,  probablemente mas que cualquier otra persona asociada a ella  ."
1145,"b'After customers kept asking about the jewelry she was wearing , Sebastian himself invited her to sell her creations behind the counter .\n'","despues de los clientes mantienen preguntando por las joyas que llevaba  ,  el propio sebastian la invito a vender sus creaciones detras del mostrador  .","b'despues de los clientes en cuanto si , por las joyas cuando ella pero ella fue a otros diez discurso paul , en facebook , el correo a dinero una audiencia a vender su corte .'","despues de los clientes ha preguntando por las joyas que llevaba  ,  el propio sebastian la invito a vender sus creaciones detras del mostrador  ."
1146,"b'We \'re glad it \'s hilarious any time one of you yells , "" You go , Glenn Coco !\n'","estamos contentos de que es hilarante cualquier momento uno de ustedes grita   ve  ,  glenn coco  !","b'legalmente vestida a la gente pero es divertido cualquier punto de un momento uno aqui lo hace no podrias hacer de lo foster ve el falso familia es , glenn coco !'","estamos encantados con lo divertido que es cuando en cualquier momento uno de vosotros grita    ve  ,  glenn coco  !"
1147,b'It was a failing prospect .\n',era una perspectiva que falla  .,b'murio era una fio quienes simplemente .',era una perspectiva fracasada  .
1148,"b'Post Y Combinator , that figure is now $ 1.8 million , up 38 percent per month during the period .\n'","publica y combinator  ,  esa cifra es de   ,  millones  ,  un  por ciento por mes durante el periodo  .","b'publica y es , esa de , millones , un por ciento por mes con mes .'","despues de y combinator  ,  esa cifra es ahora de  ,  millones de dolares  ,  un  por ciento por mes durante el periodo  ."
1149,"b'If a blogger helps sell an item , she receives a commission of up to 20 percent ( The average commission , rewardStyle said , is 13 percent .\n'","si un blogger ayuda a vender un articulo  ,  ella recibe una comision de hasta el  por ciento  la comision promedio  ,  dijo rewardstyle  ,  es  por ciento  .","b'si un blogger ayuda a vender un articulo , ella , ella recibe un articulo , un articulo , ella recibe una comision de instagram con una comision del avance de incluso square recibe una comision de hasta la comision promedio a un por ciento la comision promedio , dijo'","si un blogger ayuda a vender un articulo  ,  el recibe una comision de hasta el  por ciento  la comision promedio  ,  dijo rewardstyle  ,  es  por ciento  ."
1150,"b'In any case , what is so wrong with holding a grudge ?\n'","en cualquier caso  ,  lo que es tan malo en guardar rencor  ?","b'en manera , fue tan malo en \xc2\xbf rencor a nada demasiado de guardar rencor ?'","en cualquier caso  ,   ¿  que hay de malo en guardar rencor  ?"
1151,b'He was familiar and safe by transitive properties since Sarah was smart and normal .\n',era familiar y seguro por las propiedades transitivas desde que sarah era inteligente y normal  .,b'era familiar y seguro por las posesiones con respecto a que sarah era inteligente y normal .',era familiar y seguro por propiedades transitivas ya que sarah era inteligente y normal  .
1152,b'I have been attracted to and dated both women and men .\n',me he sentido atraido por y fechada tanto mujeres como hombres  .,b'me quise aspecto atraido por y yo somos como me me fuera .',me he sentido atraido y he salido tanto con mujeres como con hombres  .
1153,"b""Our favorite little Lorde has many celebrity fans , like Sir Elton John for one , but it seems there 's one former teen queen who has the 17-year-old fangirling hard !\n""","nuestro pequeno lorde favorito tiene muchos fans de celebridades  ,  como sir elton john para uno  ,  pero parece que hay una ex reina adolescente que tiene  anos de edad fangirling duro  !","b'nuestro pequeno favorito lorde hombre , ella hace muchos fanaticos con regalo de celebridades , como sir elton la pareja con complacer a estilo elton bebidas , pero parece que hay alejado de kim siga satisfechos .'","nuestro pequeno favorito lorde tiene muchos fans de celebridades  ,  como sir elton john para uno  ,  pero parece que hay una ex reina adolescente que tiene  anos de edad una dura fan de las ninas  !"
1154,"b""Instead of one woman for all of eternity , he can 't even stick to one woman for a whole movie !\n""","en lugar de una mujer para toda la eternidad  ,  que ni siquiera puede pegarse a una mujer para toda una pelicula  !","b'en lugar de una mujer para la me hace la novia , puedes simplemente a una mujer para toda una pelicula .'","en lugar de una mujer para toda la eternidad  ,  el ni siquiera puede pegarse a una mujer para toda una pelicula  !"
1155,"b'The public offering means several big Silicon Valley players will be rolling in dough , most notably Yahoo , which owns a 24 % stake in Alibaba .\n'","la oferta publica implica varios jugadores grandes de silicon valley se desplegaran en la masa  ,  sobre todo yahoo  ,  que posee una participacion del   en alibaba  .","b'la oferta publica implica a varios jugadores grandes de silicon valley se estaba news en la masa , sobre todo yahoo , que posee una aplicacion , sobre todo como , lo posee a la superficie , sobre todo yahoo , envio una participacion del en politica .'","la oferta publica implica que varios jugadores grandes de silicon valley se desplegaran en la masa  ,  sobre todo yahoo  ,  que posee una participacion del   en alibaba  ."
1156,b'Litecoin can be purchased with bitcoin .\n',litecoin se puede comprar con bitcoin  .,b'litecoin ya inicia la telefonia aumento .',litecoin se puede adquirir con bitcoin  .
1157,b'Class is really at the heart of your work .\n',clase es realmente en el centro de su trabajo  .,b'clase es realmente en la manera natural .',el asunto de la clase social se encuentra realmente en el centro de su trabajo  .
1158,b'Other insiders have confirmed that Amal was definitely sporting a huge ring on THAT finger while they were out celebrating with friends on Wednesday night .\n',otros insiders han confirmado que amal fue definitivamente lucia un enorme anillo en ese dedo mientras estaban fuera celebrando con amigos en la noche del miercoles  .,"b'otros plato tiene arte por escapar la forma natural , podria esperar esta felices quien este definitivamente que amal no usted irian a quedarse a a ella llegaron a ella antes con biebs , podrias antes , usted no loca lucia hacer un bff para una burbuja de ella formidable'",otras personas cercanas han confirmado que amal definitivamente lucia un enorme anillo en ese dedo mientras estaban fuera celebrando con amigos durante la noche del miercoles  .
1159,b'The parakeets I can live with .\n',los pericos que pueden vivir con  .,b'los pericos lo que pueden vivir con .',con los pericos puedo vivir  .
1160,"b'And , oh my , the lovely smell .\n'","y  ,   oh  ,  el olor encantador  .","b'y , si , la chico natural era la encantadora favorita .'","y  ,   oh  ,  el olor encantador  ."
1161,"b'At the heart of it all is the 45-room Hotel Paradis ( doubles from \xe2\x82\xac 87 ) , where British pop stars have been spied among the high-sided cream sofas and mid-century heirlooms and army of anglepoises .\n'","en el corazon de todo esto es la de  habitaciones de hotel paradis  dobles desde     ,  donde las estrellas del pop britanico se han espiado entre los sofas crema de bordes altos y reliquias de mediados de siglo y el ejercito de anglepoises  .","b'en el corazon de posible , esto es la de la radio a la de la comedia de habitaciones dobles desde , donde las estrellas del pop de rapida de habitaciones dobles desde , donde lo cody donde las estrellas con la camiseta con una agencia paraguas desde , donde'","en el corazon de todo esto se encuentra el hotel paradis de  habitaciones  dobles desde     ,  donde las estrellas del pop britanico han sido espiados entre los sofas crema de bordes altos y las reliquias de mediados de siglo y el ejercito de anglepoises  ."
1162,"b'And yet , as affiliate marketing expands , the line between editorial and advertising is quickly growing blurred .\n'","y  ,  sin embargo  ,  como el marketing de afiliacion se expande  ,  la linea entre la editorial y la publicidad esta creciendo rapidamente borrosa  .","b'y , dijo , de empresa , como el marketing de afiliacion se expande , la linea entre la entrevista y la encuesta y la red de la editorial , la publicidad del video de la encuesta del negocio y la conferencia y la encuesta de la editorial y la'","y  ,  sin embargo  ,  como el marketing de afiliacion se expande  ,  la linea entre la editorial y la publicidad de esta volviendo borrosa rapidamente"
1163,"b""According to Lea 's SoundCloud profile :\n""",de acuerdo con el perfil de lea soundcloud,b'de acuerdo con twitter por twitter con twitter',segun el perfil de lea soundcloud
1164,b'Because a human body carrying that much fat is under the burden .\n',debido a que un cuerpo humano en libros que la cantidad de grasa es bajo la carga  .,"b'ya que un cuerpo humano esta transmitiendo esto a nosotros fuera de hablar con la novela a tener una conversacion para una cantidad de las decisiones , un camino de grasa se enamoran como la parte de las decisiones de forma que la con manera que la cantidad de tener'",porque un cuerpo humano que aguanta esa cantidad de grasa esta bajo la carga  .
1165,"b""Justin Bieber flew out of LAX on Saturday and some onlookers were lucky enough to get a glorious glimpse of the 20-year-old pop-star 's perfectly proportioned man-butt !\n""","justin bieber volo de lax el sabado y algunos espectadores tuvieron la suerte de obtener una vision de la gloria de proporciones perfectas hombre a tope los  anos de edad  ,  estrella del pop  !",b'justin bieber volo con rumores el sabado y excelentes s vivio de su vision de leer una gloriosa entrevista de su vision de lo elton una vision de ventanas favoritas el sabado y algunos espectadores tuvieron la suerte de obtener una gloriosa knobbit a su viernes el almuerzo con los',justin bieber volo desde los angeles el sabado y algunos espectadores tuvieron la suerte de obtener una gloriosa vision del perfectamente proporcionado trasero del veinteanero estrella del pop
1166,"b'So my new goal for the new year is spending the next couple of weeks , while I still have help , researching schools and also finding part-time help .\n'","asi que mi nueva meta para el nuevo ano es pasar el proximo par de semanas  ,  mientras que todavia tengo ayuda  ,  investigacion de las escuelas  ,  asi como la busqueda de ayuda a tiempo parcial  .",b'compartieron que mi meta para el nuevo momento para el nuevo ano por asignar cuenta con viajar a pasar el proximo ano es pasar el proximo ano es pasar el proximo ano es pasar el proximo ano es pasar el proximo ano es will la envio ano es pasar el',"asi que mi meta para el nuevo ano es pasar el proximo par de semanas  ,  mientras que todavia tengo ayuda  ,  investigando las escuelas y buscando ayuda a tiempo parcial  ."
1167,"b'"" I don\' t see how they can ever think they can be trusted again , "" he said .\n'","no veo como pueden pensar alguna vez que se puede confiar de nuevo   ,  dijo  .","b'no a ella que yo simplemente fuera de nuevo , dijo .'","no veo como pueden pensar que alguna vez se podra confiar en ellos de nuevo   ,  dijo  ."
1168,b'Want a blogger that converts well with $ 100 items ?\n',¿  quiere un blogger que convierte bien con   articulos  ?,"b'\xc2\xbf a una blogger quienes dijeron , bill simplemente hablar con articulos ?'",¿  quiere un blogger que convierte bien con   articulos  ?
1169,"b'If the broadcasters succeed , the consequences to consumers and the cloud industry are chilling .\n'","si los organismos de radiodifusion tienen exito  ,  las consecuencias para los consumidores y la industria de la nube son escalofriantes  .","b'si los organismos de radiodifusion simplemente hay exito , las consecuencias moviles y la industria de la nube a la industria de la nube en la gente son gente .'","si las emisoras tienen exito  ,  las consecuencias para los consumidores y la industria en la nube son escalofriantes  ."
1170,"b'And I got it , and nothing about ME changed .\n'","y lo tengo  ,  y nada sobre me cambio  .","b'y lo tengo , y nada sobre la texto .'","y lo consegui  ,  y nada sobre m cambio  ."
1171,b'I hope she orgasms soon .\n',espero que ella orgasmos pronto  .,b'espero que ella es estas ahora .',espero que ella se corra pronto  .
1172,"b""The service won' t start from scratch .\n""",el servicio no se iniciara a partir de cero  .,b'el politica no es casi cuenta .',el servicio no se compezara desde cero  .
1173,"b""If you thought anything below $ 2 million , you 're wrong !\n""","si pensabas que nada por debajo de   millones  ,  estas equivocado  !","b'si pensabas donde una razon fuera con debajo de millones , estas equivocado !'","si pensabas en algo por debajo de   millones  ,  estas equivocado  !"
1174,"b'According to reports , their work schedules are to blame !\n'","segun los informes  ,  sus horarios de trabajo son los culpables  !","b'segun los informes , sus horarios de trabajo son los culpables !'","segun los informes  ,   !  sus horarios de trabajo son los culpables  !"
1175,"b') Olagunju has a history of taking a stealthy approach in his startup launches \xe2\x80\x94 this was true of Nyoombl , and has also been true in the case of Questions , which quietly went live on the App Store back in November .\n'","olagunju tiene una historia de tomar un enfoque cauteloso en sus lanzamientos de inicio  esto era cierto de nyoombl  ,  y tambien ha sido cierto en el caso de las preguntas  ,  que en silencio se puso en marcha en la app store de nuevo en noviembre  .","b'olagunju tiene una historia de tomar un enfoque cauteloso en su la maquina con hablar a un jefe de energia todos . la pelicula , y tambien ha sido cierto en este , y tambien ha sido cierto en agua , y tambien ha sido cierto en el caso de'","olagunju tiene una historia de tomar un enfoque cauteloso en sus lanzamientos de novedades  esto es cierto sobre nyoombl  ,  y tambien es cierto en el caso de questions  ,  que sigilosamente se puso a disposicion en la app store en noviembre  ."
1176,"b'@ DoingDiscovery A haughty spirit comes before destruction , and pride comes before a fall .\n'","doingdiscovery la altivez de espiritu viene antes de la destruccion  ,  y el orgullo precede a la caida  .",b'la agencia de espiritu viene antes de la galletas excepto lento de mozilla elise britanico a la caida .',"doingdiscovery la altivez de espiritu viene antes de la destruccion  ,  y el orgullo precede a la caida  ."
1177,"b""I ' d wager yes .\n""",apostaria a que si  .,"b'fuera con todo , ella .'",apostaria a que si  .
1178,b'Authors of self-help books are legally obligated to use that word in every chapter .\n',los autores de los libros de autoayuda estan legalmente obligados a usar esa palabra en cada capitulo  .,b'los autoridades de los libros de symantec por twitter a vestir a usar esa palabra en cada corte de facebook .',los autores de libros de autoayuda estan legalmente obligados a usar esa palabra en cada capitulo  .
1179,"b'Like Eurotrip or The Blair Witch Project , two notable ones from my slumber parties of yore .\n'","como eurotrip o the blair witch project  ,  dos mas notables de mis fiestas de pijamas de antano  .","b'como los o fue la fiesta de la casa de la brooks de no de . de de los tweets despues de la de la frustracion de mis tweets , dos mas masculinos de la ojo gran de pizza .'","como eurotrip o el proyecto de la bruja blair  ,  dos de mis favoritas en mis fiestas de pijamas de antano  ."
1180,"b""' I can' t have done that , ' says my pride , and remains implacable .\n""","no puedo haber hecho eso   ,  dice mi orgullo  ,  y permanece implacable  .","b'no puedo estas hecho eso , dice mi orgullo yo yo me estaba dormido .'","no puedo haber hecho eso   ,  dice mi orgullo  ,  y permanece implacable  ."
1181,"b'When Twitter was trading over $ 70 , shares of other technology firms appeared more appealing .\n'","cuando twitter se negociaba mas de    ,  las acciones de otras firmas de tecnologia parecian mas atractivo  .","b'cuando twitter se negociaba por mas de , las acciones de otras firmas de ya parecian mas atractivo .'","cuando twitter se negociaba por mas de    ,  las acciones de otras firmas de tecnologia parecian mas atractivas  ."
1182,"b'The company priced in the middle of its range , $ 10 , and ended the day essentially flat following a late rally .\n'","la compania cotiza en la mitad de su rango  ,     ,  y termino el dia esencialmente plana a raiz de una manifestacion tardia  .","b'la compania cotiza en la mitad de su rango , , y termino el dia esencialmente se lo fue de un plf , y termino el dia por la critica de su rango , , y termino el dia esencialmente en una manifestacion tardia .'","la compania cotiza en la mitad de su rango  ,     ,  y termino el dia esencialmente plana a raiz de una manifestacion tardia  ."
